link,name,organization,date,location,killed,type_of_death,
https://cpj.org/data/people/marco-luchetta/,Marco Luchetta,RAI-TV,"January 28, 1994",Bosnia,Killed,Crossfire,
https://cpj.org/data/people/marcos-borges-ribeiro/,Marcos Borges Ribeiro,Independente,"May 1, 1995",Brazil,Killed,Murder,
https://cpj.org/data/people/marcos-de-barros-leopoldo-guerra/,Marcos de Barros Leopoldo Guerra,Ubatuba Cobra,"December 23, 2014",Brazil,Killed,Murder,
https://cpj.org/data/people/marcos-efrain-montalvo/,Marcos Efraín Montalvo,Freelance,"September 19, 2021",Colombia,Killed,Murder,
https://cpj.org/data/people/marcos-hernandez-bautista/,Marcos Hernández Bautista,"Noticias, Voz e Imagen de Oaxaca","January 21, 2016",Mexico,Killed,Murder,
https://cpj.org/data/people/maria-carlin-fernandez/,María Carlin Fernández,Peruvian Radio and Television Network,"December 10, 1993",Peru,Killed,Murder,
https://cpj.org/data/people/maria-efigenia-vasquez-astudillo/,María Efigenia Vásquez Astudillo,Renacer Kokonuko,"October 8, 2017",Colombia,Killed,Dangerous Assignment,
https://cpj.org/data/people/maria-elena-ferral-hernandez/,Maria Elena Ferral Hernández,"El Diario de Xalapa,El Quinto Poder","March 30, 2020",Mexico,Killed,Murder,
https://cpj.org/data/people/maria-elizabeth-macias-castro/,Maria Elizabeth Macías Castro,Freelance,"September 24, 2011",Mexico,Killed,Murder,
https://cpj.org/data/people/maria-grazia-cutuli/,Maria Grazia Cutuli,Corriere della Serra,"November 19, 2001",Afghanistan,Killed,Murder,
https://cpj.org/data/people/maria-jose-bravo/,María José Bravo,La Prensa,"November 9, 2004",Nicaragua,Killed,Murder,
https://cpj.org/data/people/maria-veronica-tessari/,María Veronica Tessari,Colombian Media,"January 15, 1993",Venezuela,Killed,Dangerous Assignment,
https://cpj.org/data/people/maricel-vigo/,Maricel Vigo,DXND,"June 19, 2006",Philippines,Killed,Murder,
https://cpj.org/data/people/marie-colvin/,Marie Colvin,The Sunday Times,"February 22, 2012",Syria,Killed,Murder,
https://cpj.org/data/people/marife-neneng-montano/,Marife “Neneng” Montaño,Saksi News and DXCI,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/mario-leonel-gomez-sanchez/,Mario Leonel Gómez Sánchez,El Heraldo de Chiapas,"September 21, 2018",Mexico,Killed,Murder,
https://cpj.org/data/people/mario-randolfo-marques-lopes/,Mario Randolfo Marques Lopes,Vassouras na Net,"February 9, 2012",Brazil,Killed,Murder,
https://cpj.org/data/people/mario-sy/,Mario Sy,Freelance,"August 1, 2013",Philippines,Killed,Murder,
https://cpj.org/data/people/marites-cablitas/,Marites Cablitas,News Focus and DXDX,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/mark-gilbert-arriola/,Mark Gilbert Arriola,UNTV,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/marlene-garcia-esperat/,Marlene Garcia-Esperat,Midland News and DXKR,"March 24, 2005",Philippines,Killed,Murder,
https://cpj.org/data/people/martin-adler/,Martin Adler,freelance,"June 23, 2006",Somalia,Killed,Murder,
https://cpj.org/data/people/martin-la-rotta/,Martín La Rotta,La Palma Estéreo,"February 7, 2004",Colombia,Killed,Murder,
https://cpj.org/data/people/martin-ohagan/,Martin O'Hagan,Sunday World,"September 28, 2001",UK,Killed,Murder,
https://cpj.org/data/people/martin-roxas/,Martin Roxas,DYVR,"August 7, 2008",Philippines,Killed,Murder,
https://cpj.org/data/people/maximilien-lazard/,Maximilien Lazard,Roi des Infos,"February 23, 2022",Haiti,Killed,Dangerous Assignment,
https://cpj.org/data/people/maximino-rodriguez/,Maximino Rodríguez,Freelance,"April 14, 2017",Mexico,Killed,Murder,
https://cpj.org/data/people/maya-naser/,Maya Naser,Press TV,"September 26, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mayada-ashraf/,Mayada Ashraf,Al-Dustour,"March 28, 2014",Egypt,Killed,Crossfire,
https://cpj.org/data/people/mazen-al-tumeizi/,Mazen al-Tumeizi,Al-Arabiya,"September 12, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mazen-dana/,Mazen Dana,Reuters,"August 17, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mazhar-tayyara/,Mazhar Tayyara,Freelance,"February 4, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mehboob-khan/,Mehboob Khan,freelance,"April 28, 2007",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/mehmood-khan/,Mehmood Khan,DawnNews,"August 8, 2016",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/mekhlouf-boukzer/,Mekhlouf Boukzer,Algerian State Television,"April 4, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/metin-goktepe/,Metin Göktepe,Evrensel,"January 8, 1996",Turkey,Killed,Murder,
https://cpj.org/data/people/michael-kelly/,Michael Kelly,Atlantic Monthly and The Washington Post,"April 3, 2003",Iraq,Killed,Crossfire,
https://cpj.org/data/people/michael-senior/,Michael Senior,Freelancer,"July 7, 1997",Cambodia,Killed,Murder,
https://cpj.org/data/people/michael-tshele/,Michael Tshele,Freelance,"January 13, 2014",South Africa,Killed,Murder,
https://cpj.org/data/people/michelle-lang/,Michelle Lang,Calgary Herald and Canwest News Service,"December 30, 2009",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/mick-deane/,Mick Deane,Sky News,"August 14, 2013",Egypt,Killed,Dangerous Assignment,
https://cpj.org/data/people/miguel-gil-moreno-de-mora/,Miguel Gil Moreno de Mora,The Associated Press,"May 24, 2000",Sierra Leone,Killed,Crossfire,
https://cpj.org/data/people/miguel-perez-julca/,Miguel Pérez Julca,Radio Éxitos,"March 17, 2007",Peru,Killed,Murder,
https://cpj.org/data/people/mika-yamamoto/,Mika Yamamoto,Japan Press,"August 20, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mikhail-beketov/,Mikhail Beketov,Khimkinskaya Pravda,"April 8, 2013",Russia,Killed,Murder,
https://cpj.org/data/people/milan-pantic/,Milan Pantic,Vecernje Novosti,"June 11, 2001",Yugoslavia,Killed,Murder,
https://cpj.org/data/people/mina-khairi/,Mina Khairi,Ariana News TV,"June 3, 2021",Afghanistan,Killed,Murder,
https://cpj.org/data/people/mir-illias-hossain/,Mir Illias Hossain,Dainik Bir Darpan,"January 15, 2000",Bangladesh,Killed,Murder,
https://cpj.org/data/people/mir-wahed-shah/,Mir Wahed Shah,Khurshid TV,"May 30, 2020",Afghanistan,Killed,Murder,
https://cpj.org/data/people/miran-krovatin/,Miran Krovatin,RAI-3 Television,"March 20, 1994",Somalia,Killed,Murder,
https://cpj.org/data/people/miroslava-breach-velducea/,Miroslava Breach Velducea,La Jornada,"March 23, 2017",Mexico,Killed,Murder,
https://cpj.org/data/people/mirwais-jalil/,Mirwais Jalil,BBC World Service,"July 29, 1994",Afghanistan,Killed,Murder,
https://cpj.org/data/people/mirza-iqbal-hussain/,Mirza Iqbal Hussain,News Network International,"January 10, 2013",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/misri-khan/,Misri Khan,Ausaf and Mashriq,"September 14, 2010",Pakistan,Killed,Murder,
https://cpj.org/data/people/mohamed-abazied-george-samara/,Mohamed Abazied (George Samara),Nabd Syria Satellite Station/ Syria Media Organization (SMO),"March 12, 2017",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-abderrahmani/,Mohamed Abderrahmani,El-Moudjahid,"March 27, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-abu-halima/,Mohamed Abu Halima,Al-Najah,"March 22, 2004",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/mohamed-ahmed-taysir-bellou/,Mohamed Ahmed Taysir Bellou,Shahba Press,"November 19, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-al-hamdani/,Mohamed al-Hamdani,Al-Itijah,"February 24, 2011",Iraq,Killed,Dangerous Assignment,
https://cpj.org/data/people/mohamed-al-khal/,Mohamed al-Khal,Freelance,"November 25, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-al-mesalma/,Mohamed al-Mesalma,Al-Jazeera,"January 18, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-amin/,Mohamed Amin,Radio Shabelle,"December 3, 2009",Somalia,Killed,Crossfire,
https://cpj.org/data/people/mohamed-ben-khalifa/,Mohamed Ben Khalifa,Freelance,"January 19, 2019",Libya,Killed,Crossfire,
https://cpj.org/data/people/mohamed-dorbane/,Mohamed Dorbane,Le Soir d'Algérie,"February 11, 1996",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-guessab/,Mohamed Guessab,Algerian Radio,"August 12, 1996",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-ibrahim-raage/,Mohamed Ibrahim Raage,"Radio Mogadishu, Somali National Television","April 21, 2013",Somalia,Killed,Murder,
https://cpj.org/data/people/mohamed-isaq/,Mohamed Isaq,Kalsan TV,"December 5, 2014",Somalia,Killed,Murder,
https://cpj.org/data/people/mohamed-lamine-legoui/,Mohamed Lamine Legoui,Algerian Press Service,"July 21, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-meceffeuk/,Mohamed Meceffeuk,Détective,"April 13, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-mekati/,Mohamed Mekati,El-Moudjahid,"January 10, 1996",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-mohamud/,Mohamed Mohamud,Universal TV,"October 26, 2013",Somalia,Killed,Murder,
https://cpj.org/data/people/mohamed-mohamud-turyare/,Mohamed Mohamud Turyare,Shabelle Media Network,"October 28, 2012",Somalia,Killed,Murder,
https://cpj.org/data/people/mohamed-quratem/,Mohamed Quratem,Enab Baladi,"November 28, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-saeed-al-hamwi/,Mohamed Saeed al-Hamwi,Qaboun Media Center,"February 17, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-sahal-omar/,Mohamed Sahal Omar,SBC TV,"July 12 or 13, 2019",Somalia,Killed,Dangerous Assignment,
https://cpj.org/data/people/mohamed-salah-benachour/,Mohamed Salah Benachour,Algerian Press Service,"October 20, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/mohamed-shamsan/,Mohamed Shamsan,Yemen Today,"April 20, 2015",Yemen,Killed,Crossfire,
https://cpj.org/data/people/mohamed-taani/,Mohamed Taani,SMART News Agency,"June 27, 2014",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohamed-yamen-naddaf/,Mohamed Yamen Naddaf,Shahba Press,"November 24, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammad-abbas-mohammad/,Mohammad Abbas Mohammad,Al-Bayinnah al-Jadida,"August 7, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/mohammad-al-qadasi/,Mohammad al-Qadasi,Belqees TV,"January 22, 2018",Yemen,Killed,Crossfire,
https://cpj.org/data/people/mohammad-hilal-karji/,Mohammad Hilal Karji,Baghdad TV,"June 6, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/mohammad-imran/,Mohammad Imran,Express TV,"January 4, 2009",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/mohammad-nasir-mudasir/,Mohammad Nasir Mudasir,Melli Paigham Radio,"December 15, 2016",Afghanistan,Killed,Murder,
https://cpj.org/data/people/mohammad-quamruzzaman/,Mohammad Quamruzzaman,Neel Sagar,"February 19, 1996",Bangladesh,Killed,Dangerous Assignment,
https://cpj.org/data/people/mohammad-saeed/,Mohammad Saeed,Al-Arabiya,"October 29, 2013",Syria,Killed,Murder,
https://cpj.org/data/people/mohammad-salim-angaar/,Mohammad Salim Angaar,Radio Television Afghanistan,"October 18, 2018",Afghanistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/mohammad-samdani-warsi/,Mohammad Samdani Warsi,Parcham,"December 6, 1994",Pakistan,Killed,Murder,
https://cpj.org/data/people/mohammad-shamma/,Mohammad Shamma,Al-Ikhbariya,"June 27, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammed-abdullahi-khalif/,Mohammed Abdullahi Khalif,Voice of Peace,"May 5, 2007",Somalia,Killed,Crossfire,
https://cpj.org/data/people/mohammed-al-asfar/,Mohammed al-Asfar,Al-Jazeera,"June 26, 2015",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammed-al-ashram/,Mohammed al-Ashram,Al-Ikhbariya,"October 10, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammed-al-nabbous/,Mohammed al-Nabbous,Libya Al-Hurra TV,"March 19, 2011",Libya,Killed,Crossfire,
https://cpj.org/data/people/mohammed-al-qasim/,Mohammed al-Qasim,Rozana Radio,"September 10, 2014",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammed-eissa/,Mohammed Eissa,Nateq Network,October 2015 - June 2016,Syria,Killed,Murder,
https://cpj.org/data/people/mohammed-ghalib-al-majidi/,Mohammed Ghalib al-Majidi,Freelance,"March 21, 2016",Yemen,Killed,Crossfire,
https://cpj.org/data/people/mohammed-ghanem/,Mohammed Ghanem,Al-Sharqiyah,"October 5, 2013",Iraq,Killed,Murder,
https://cpj.org/data/people/mohammed-haroon/,Mohammed Haroon,Al-Kadiya,"October 19, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/mohammed-hussein-navab/,Mohammed Hussein Navab,Keyhan,"August 30, 1994",Bosnia,Killed,Murder,
https://cpj.org/data/people/mohammed-hussein-rasho/,Mohammed Hussein Rasho,Cira TV,"October 14, 2019",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammed-ibrahim/,Mohammed Ibrahim,Express TV and Daily Express,"May 22, 2008",Pakistan,Killed,Murder,
https://cpj.org/data/people/mohammed-kamara/,Mohammed Kamara,SKY-FM,"January 9, 1999",Sierra Leone,Killed,Murder,
https://cpj.org/data/people/mohammed-karim-al-badrani/,Mohammed Karim al-Badrani,Al-Sharqiyah,"October 5, 2013",Iraq,Killed,Murder,
https://cpj.org/data/people/mohammed-muslimuddin/,Mohammed Muslimuddin,Asomiya Pratidin,"April 1, 2008",India,Killed,Murder,
https://cpj.org/data/people/mohammed-salahuddin/,Mohammed Salahuddin,Takbeer,"December 4, 1994",Pakistan,Killed,Murder,
https://cpj.org/data/people/mohammed-sayyed-hassan/,Mohammed Sayyed Hassan,"All4Syria, Al-Nabaa Media Center","August 1, 2016",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohammed-taha-mohammed-ahmed/,Mohammed Taha Mohammed Ahmed,Al-Wifaq,"September 6, 2006",Sudan,Killed,Murder,
https://cpj.org/data/people/mohamud-mohamed-yusuf/,Mohamud Mohamed Yusuf,Radio IQK,"July 4, 2009",Somalia,Killed,Crossfire,
https://cpj.org/data/people/mohan-hussein-al-dhahir/,Mohan Hussein al-Dhahir,Al-Mashreq,"March 4, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/mohieldin-al-naqeeb/,Mohieldin Al Naqeeb,Al-Iraqiya,"June 17, 2008",Iraq,Killed,Murder,
https://cpj.org/data/people/mohsen-khazaei/,Mohsen Khazaei,Islamic Republic of Iran Broadcasting,"November 12, 2016",Syria,Killed,Crossfire,
https://cpj.org/data/people/mohyedin-alempour/,Mohyedin Alempour,BBC,"December 12, 1995",Tajikistan,Killed,Murder,
https://cpj.org/data/people/molhem-barakat/,Molhem Barakat,Freelance,"December 20, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/mona-al-bakkour/,Mona al-Bakkour,Al-Thawra and Syria al-Qalaa,"October 3, 2012",Syria,Killed,Dangerous Assignment,
https://cpj.org/data/people/moolchand-yadav/,Moolchand Yadav,Freelance,"July 30, 2001",India,Killed,Murder,
https://cpj.org/data/people/mosaab-al-obdaallah/,Mosaab al-Obdaallah,Tishreen,"August 22, 2012",Syria,Killed,Murder,
https://cpj.org/data/people/mosaab-al-shami/,Mosaab al-Shami,Rassd News Network,"August 14, 2013",Egypt,Killed,Dangerous Assignment,
https://cpj.org/data/people/mouaz-alomar-abu-mehdi-al-hamwi/,Mouaz Alomar (Abu Mehdi Al Hamwi),Freelance,"April 25, 2014",Syria,Killed,Crossfire,
https://cpj.org/data/people/mouloud-barroudi/,Mouloud Barroudi,National Agency of Filmed News,"September 25, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/mounir-bouamrane/,Mounir Bouamrane,TVP,"May 7, 2004",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mourad-hmaizi/,Mourad Hmaizi,Algerian State Television,"May 27, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/moustapha-ourrad/,Moustapha Ourrad,Charlie Hebdo,"January 7, 2015",France,Killed,Murder,
https://cpj.org/data/people/muammar-khadir-abdelwahad/,Muammar Khadir Abdelwahad,Al-Ayn,"March 29, 2011",Iraq,Killed,Dangerous Assignment,
https://cpj.org/data/people/mubarak-al-abadi/,Mubarak al-Abadi,Nabaa Media Foundation,"August 5, 2016",Yemen,Killed,Crossfire,
https://cpj.org/data/people/muftah-al-qatrani/,Muftah al-Qatrani,Al-Anwar,"April 22, 2015",Libya,Killed,Murder,
https://cpj.org/data/people/muftah-bu-zeid/,Muftah Bu Zeid,Brnieq,"May 26, 2014",Libya,Killed,Murder,
https://cpj.org/data/people/muhammad-al-ban/,Muhammad al-Ban,Al-Sharqiya,"November 13, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/muhammad-al-bishawi/,Muhammad al-Bishawi,"Najah Press Office, IslamOnline","July 31, 2001",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/muhammad-al-raboue/,Muhammad al-Rabou'e,Al-Qahira,"February 13, 2010",Yemen,Killed,Murder,
https://cpj.org/data/people/muhammad-arif/,Muhammad Arif,ARY Television,"October 19, 2007",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/muhammad-hassan-al-musalama/,Muhammad Hassan Al-Musalama,Revolutionaries of Daraa Al-Muhata – Tariq Al-Sadd,"August 20, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/muhammad-sayuti-bochari/,Muhammad Sayuti Bochari,Pos Makasar,"June 11, 1997",Indonesia,Killed,Murder,
https://cpj.org/data/people/muhammad-zada-agra/,Muhammad Zada Agra,"Sada-e-Malakand,Citizen Journalist PK","November 8, 2021",Pakistan,Killed,Murder,
https://cpj.org/data/people/muhammed-tariq-jadua/,Muhammed Tariq Jadua,Jisr Al-Shaghur Multimedia Network,"July 27, 2013",Syria,Killed,Crossfire,
https://cpj.org/data/people/muhannad-ghanem-ahmad-al-obaidi/,Muhannad Ghanem Ahmad al-Obaidi,Dar al-Salam,"September 20, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/muhsin-khudhair/,Muhsin Khudhair,Alef Ba,"March 13, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/mukarram-khan-aatif/,Mukarram Khan Aatif,Freelance,"January 17, 2012",Pakistan,Killed,Murder,
https://cpj.org/data/people/mukhtar-mohamed-hirabe/,Mukhtar Mohamed Hirabe,Radio Shabelle,"June 8, 2009",Somalia,Killed,Murder,
https://cpj.org/data/people/mukhtor-bugdiev/,Mukhtor Bugdiev,Khovar Information Agency,"December, 1992",Tajikistan,Killed,Murder,
https://cpj.org/data/people/munir-ahmed-sangi/,Munir Ahmed Sangi,Kawish Television Network,"May 29, 2006",Pakistan,Killed,Crossfire,
https://cpj.org/data/people/munir-turay/,Munir Turay,freelance,"January, 1999",Sierra Leone,Killed,Murder,
https://cpj.org/data/people/munsuf-abdallah-al-khaldi/,Munsuf Abdallah al-Khaldi,Baghdad TV,"March 7, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/murodullo-sheraliev/,Murodullo Sheraliev,Sadoi Mardum,"May 5, 1992",Tajikistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/musa-abdul-kareem/,Musa Abdul Kareem,Fasanea,"July 31, 2018",Libya,Killed,Murder,
https://cpj.org/data/people/musa-anter/,Musa Anter,Ozgur Gundem,"September 20, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/musa-khankhel/,Musa Khankhel,Geo TV and The News,"February 18, 2009",Pakistan,Killed,Murder,
https://cpj.org/data/people/musa-mohamed/,Musa Mohamed,Raja FM,"January 25, 2015",South Sudan,Killed,Murder,
https://cpj.org/data/people/musab-mahmood-al-ezawi/,Musab Mahmood al-Ezawi,Al-Sharqiya,"September 13, 2008",Iraq,Killed,Murder,
https://cpj.org/data/people/mushtaq-ali/,Mushtaq Ali,Agence France-Presse and Asian News International,"September 10, 1995",India,Killed,Murder,
https://cpj.org/data/people/mushtaq-khand/,Mushtaq Khand,Dharti Television Network and Mehran,"October 7, 2012",Pakistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/mustaf-abdi-noor/,Mustaf Abdi Noor,Freelance,"November 1, 2015",Somalia,Killed,Dangerous Assignment,
https://cpj.org/data/people/mustafa-abada/,Mustafa Abada,Algerian State Television,"October 14, 1993",Algeria,Killed,Murder,
https://cpj.org/data/people/mustafa-abdul-hassa/,Mustafa Abdul Hassa,Shaam News Network,October 2015 - June 2016,Syria,Killed,Murder,
https://cpj.org/data/people/mustafa-gaimayani/,Mustafa Gaimayani,Kirkuk al-Yawm and Hawal,"July 16, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/mustafa-jeha/,Mustafa Jeha,Al-Amal,"January 15, 1992",Lebanon,Killed,Murder,
https://cpj.org/data/people/mustafa-said/,Mustafa Said,Kurdistan TV,"August 14, 2016",Iraq,Killed,Crossfire,
https://cpj.org/data/people/mustafa-salamah/,Mustafa Salamah,Sama TV,"July 16, 2018",Syria,Killed,Crossfire,
https://cpj.org/data/people/muthanna-abdel-hussein/,Muthanna Abdel Hussein,Al-Iraqiya,"March 10, 2014",Iraq,Killed,Dangerous Assignment,
https://cpj.org/data/people/mvn-shankar/,MVN Shankar,Andhra Prabha,"November 26, 2014",India,Killed,Murder,
https://cpj.org/data/people/myles-tierney/,Myles Tierney,Associated Press Television News,"January 10, 1999",Sierra Leone,Killed,Crossfire,
https://cpj.org/data/people/mylvaganam-nimalarajan/,Mylvaganam Nimalarajan,"BBC, Virakesari, Ravaya","October 19, 2000",Sri Lanka,Killed,Murder,
https://cpj.org/data/people/nabil-hasan-al-quaety/,Nabil Hasan al-Quaety,Freelance,"June 2, 2020",Yemen,Killed,Murder,
https://cpj.org/data/people/nabil-ibrahim-al-dulaimi/,Nabil Ibrahim al-Dulaimi,Radio Dijla,"December 4, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/nacer-ouari/,Nacer Ouari,Algerian State Television,"February 1, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/nadezhda-chaikova/,Nadezhda Chaikova,Obshchaya Gazeta,"March 30, 1996",Russia,Killed,Murder,
https://cpj.org/data/people/nadia-nasrat/,Nadia Nasrat,Iraq Media Network/Diyala TV,"March 18, 2004",Iraq,Killed,Murder,
https://cpj.org/data/people/nahar-ali/,Nahar Ali,Anirban,"April 21, 2001",Bangladesh,Killed,Murder,
https://cpj.org/data/people/nahum-palacios-arteaga/,Nahúm Palacios Arteaga,TV Channel 5,"March 14, 2010",Honduras,Killed,Murder,
https://cpj.org/data/people/naima-hammouda/,Naïma Hammouda,Révolution Africaine,"August 2, 1995",Algeria,Killed,Murder,
https://cpj.org/data/people/naimatullah-zaheer/,Naimatullah Zaheer,Ariana News,"November 4, 2016",Afghanistan,Killed,Crossfire,
https://cpj.org/data/people/naimullah/,Naimullah,Sinar Pagi,"July 25, 1997",Indonesia,Killed,Murder,
https://cpj.org/data/people/najem-abed-khudair/,Najem Abed Khudair,Al-Mada,"May 15, 2005",Iraq,Killed,Murder,
https://cpj.org/data/people/naji-asaad/,Naji Asaad,Tishreen,"December 4, 2012",Syria,Killed,Crossfire,
https://cpj.org/data/people/naji-jerf/,Naji Jerf,"Hentah, Raqqa is Being Slaughtered Silently","December 27, 2015",Turkey,Killed,Murder,
https://cpj.org/data/people/namik-taranci/,Namik Taranci,Gercek,"November 20, 1992",Turkey,Killed,Murder,
https://cpj.org/data/people/namir-noor-eldeen/,Namir Noor-Eldeen,Reuters,"July 12, 2007",Iraq,Killed,Crossfire,
https://cpj.org/data/people/napoleon-salaysay/,Napoleon Salaysay,Mindanao Gazette,"November 23, 2009",Philippines,Killed,Murder,
https://cpj.org/data/people/naqshin-hamma-rashid/,Naqshin Hamma Rashid,Atyaf,"October 29, 2006",Iraq,Killed,Murder,
https://cpj.org/data/people/narendra-dabholkar/,Narendra Dabholkar,Sadhana,"August 20, 2013",India,Killed,Murder,
https://cpj.org/data/people/nasrullah-khan-afridi/,Nasrullah Khan Afridi,Pakistan Television and Mashriq,"May 10, 2011",Pakistan,Killed,Murder,
https://cpj.org/data/people/nasseredine-lekhal/,Nasseredine Lekhal,El-Massa,"November 30, 1994",Algeria,Killed,Murder,
https://cpj.org/data/people/nasteh-dahir-farah/,Nasteh Dahir Farah,freelance,"June 7, 2008",Somalia,Killed,Murder,
https://cpj.org/data/people/natalya-alyakina/,Natalya Alyakina,Focus and RUFA,"June 17, 1995",Russia,Killed,Crossfire,
https://cpj.org/data/people/natalya-estemirova/,Natalya Estemirova,"Novaya Gazeta, Kavkazsky Uzel","July 15, 2009",Russia,Killed,Murder,
https://cpj.org/data/people/natalya-skryl/,Natalya Skryl,Nashe Vremya,"March 9, 2002",Russia,Killed,Murder,
https://cpj.org/data/people/nathan-s-dabak/,Nathan S. Dabak,The Light Bearer,"April 24, 2010",Nigeria,Killed,Murder,
https://cpj.org/data/people/nava-raj-sharma/,Nava Raj Sharma,Kadam,"June 1, 2002",Nepal,Killed,Murder,
https://cpj.org/data/people/navin-nischal/,Navin Nischal,Dainik Bhaskar,"March 25, 2018",India,Killed,Murder,
https://cpj.org/data/people/nawras-al-nuaimi/,Nawras al-Nuaimi,Al-Mosuliya TV,"December 15, 2013",Iraq,Killed,Murder,
https://cpj.org/data/people/nazar-abdulwahid-al-radhi/,Nazar Abdulwahid al-Radhi,Aswat al-Iraq and Radio Free Iraq,"May 30, 2007",Iraq,Killed,Murder,
https://cpj.org/data/people/nazih-darwazeh/,Nazih Darwazeh,APTN,"April 19, 2003",Israel and the Occupied Palestinian Territory,Killed,Crossfire,
https://cpj.org/data/people/nazim-babaoglu/,Nazim Babaoglu,Ozgur Gundem,"March 12, 1994",Turkey,Killed,Unknown,
https://cpj.org/data/people/nehemie-joseph/,Néhémie Joseph,"Radio Panic FM,Radio Méga","October 10, 2019",Haiti,Killed,Murder,
https://cpj.org/data/people/nelson-carvajal-carvajal/,Nelson Carvajal Carvajal,Radio Sur,"April 16, 1998",Colombia,Killed,Murder,
https://cpj.org/data/people/nevith-condes-jaramillo/,Nevith Condés Jaramillo,El Observatorio del Sur,"August 24, 2019",Mexico,Killed,Murder,
https://cpj.org/data/people/nicanor-linhares-batista/,Nicanor Linhares Batista,Rádio Vale do Jaguaribe,"June 30, 2003",Brazil,Killed,Murder,
https://cpj.org/data/people/nikolai-andrushchenko/,Nikolai Andrushchenko,Novy Peterburg,"April 19, 2017",Russia,Killed,Murder,
https://cpj.org/data/people/niloy-neel/,Niloy Neel,Freelance,"August 7, 2015",Bangladesh,Killed,Murder,
https://cpj.org/data/people/nils-horner/,Nils Horner,Sveriges Radio,"March 11, 2014",Afghanistan,Killed,Dangerous Assignment,
https://cpj.org/data/people/nina-yefimova/,Nina Yefimova,Vozrozhdeniye,"May 9, 1996",Russia,Killed,Murder,
https://cpj.org/data/people/niraz-saeed/,Niraz Saeed,Freelance,September 2016,Syria,Killed,Unknown,
